Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number,image_hash
22,30,12.24,9.8,3.76,86.0,1.83,8900.0,3500.0,20.44,39.33,263.59,86,-1,1994.0,87.0,1408,30.89,1.83,2.01,15.7,4.65,13.65,4.85,,,36.48,33.07,16.53,16.37,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-39/pdf"">PDF</a>",3840,05726.jpg,,Malö Yachts (SWE),4JH3,2004.0,Yanmar,Diesel,56.0,280 L,,455 L,,,,,,17.0,,3f1f1fff8f808000
22,30,12.24,9.8,3.76,86.0,1.83,8900.0,3500.0,20.44,39.33,263.59,86,-1,1994.0,87.0,1408,30.89,1.83,2.01,15.7,4.65,13.65,4.85,,,36.48,33.07,16.53,16.37,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-39/pdf"">PDF</a>",3840,05727.jpg,,Malö Yachts (SWE),4JH3,2004.0,Yanmar,Diesel,56.0,280 L,,455 L,,,,,,17.0,,ffe3c3e3ff8180e7
23,30,12.4,10.0,3.83,72.46,1.92,9480.0,3600.0,16.51,37.98,264.17,86,57,2006.0,,1408,31.55,1.83,2.0,16.0,4.6,14.25,5.0,,,36.79,35.61,16.5,16.65,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-40/pdf"">PDF</a>",3841,05728.jpg,,Malö Yachts (SWE),4JH4E,,Yanmar,Diesel,54.0,261 L,,454 L,,,,,,,,fffffdff0e000000
23,30,12.4,10.0,3.83,72.46,1.92,9480.0,3600.0,16.51,37.98,264.17,86,57,2006.0,,1408,31.55,1.83,2.0,16.0,4.6,14.25,5.0,,,36.79,35.61,16.5,16.65,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-40/pdf"">PDF</a>",3841,05729.jpg,,Malö Yachts (SWE),4JH4E,,Yanmar,Diesel,54.0,261 L,,454 L,,,,,,,,ffffffffff008081
25,30,9.55,8.5,3.05,43.94,1.35,5000.0,2000.0,15.33,40.0,226.83,86,57,1974.0,350.0,1652,27.43,1.8,2.23,12.65,3.8,11.4,3.5,,,24.04,19.94,15.35,13.21,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-40h/pdf"">PDF</a>",3842,05730.jpg,,Maló Yachts (SWE),MD17C,1986.0,Volvo Penta,Diesel,36.0,201 L,,201 L,,,,,,,,fffffdff0e000000
25,30,9.55,8.5,3.05,43.94,1.35,5000.0,2000.0,15.33,40.0,226.83,86,57,1974.0,350.0,1652,27.43,1.8,2.23,12.65,3.8,11.4,3.5,,,24.04,19.94,15.35,13.21,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-40h/pdf"">PDF</a>",3842,05731.jpg,,Maló Yachts (SWE),MD17C,1986.0,Volvo Penta,Diesel,36.0,201 L,,201 L,,,,,,,,ffffffffff008081
25,30,13.15,10.6,3.99,86.03,1.95,13800.0,5500.0,15.27,39.85,322.82,86,-1,1991.0,33.0,-1,41.04,1.68,1.46,17.6,5.15,15.5,5.25,,,45.33,40.67,15.26,18.34,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-42/pdf"">PDF</a>",3843,05732.jpg,,Malo Yachts (SWE),,2002.0,Yanmar,Diesel,,371 L,,768 L,,,,,,,,000fffff60600000
25,30,13.15,10.6,3.99,86.03,1.95,13800.0,5500.0,15.27,39.85,322.82,86,-1,1991.0,33.0,-1,41.04,1.68,1.46,17.6,5.15,15.5,5.25,,,45.33,40.67,15.26,18.34,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-42/pdf"">PDF</a>",3843,05733.jpg,,Malo Yachts (SWE),,2002.0,Yanmar,Diesel,,371 L,,768 L,,,,,,,,ff8780e2f3c1c1e3
25,30,13.4,10.78,3.97,77.3,1.97,11000.0,4200.0,15.95,38.18,244.66,86,57,2001.0,,1408,32.37,1.8,2.12,16.75,4.85,14.4,5.1,,,40.61,36.71,15.96,17.44,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-43/pdf"">PDF</a>",3844,05734.jpg,,Malo Yachts (SWE),4JH3T(B)E,,Yanmar,Diesel,,371 L,,549 L,,,,,,,,ffffffff80c100c1
23,9,14.65,11.65,4.12,122.0,2.08,14100.0,5500.0,21.34,39.01,248.56,86,-1,2011.0,,1408,36.38,1.72,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-47/pdf"">PDF</a>",3845,05735.jpg,,Malö Yachts (SWE),4JH4HTE,,Yanmar,Diesel,110.0,495 L,,725 L,,,,,,21.02,,ff3c383c3c7c783e
23,9,14.65,11.65,4.12,122.0,2.08,14100.0,5500.0,21.34,39.01,248.56,86,-1,2011.0,,1408,36.38,1.72,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-47/pdf"">PDF</a>",3845,05736.jpg,,Malö Yachts (SWE),4JH4HTE,,Yanmar,Diesel,110.0,495 L,,725 L,,,,,,21.02,,ffc78381818187cf
40,30,11.1,9.0,3.35,57.97,1.35,7200.0,3200.0,15.87,44.45,275.18,86,41,1969.0,140.0,1654,31.85,1.75,1.64,12.4,4.3,11.1,4.2,,,26.66,23.31,13.68,13.12,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-50/pdf"">PDF</a>",3846,05737.jpg,,Maló Yachts (SWE),MD2A,1980.0,Volvo Penta,Diesel,75.0,201 L,,326 L,,,,,,,,ffffffff878b0101
16,30,10.2,8.46,3.2,44.97,1.58,4500.0,2200.0,16.83,48.89,207.04,86,-1,1986.0,60.0,1654,22.7,1.96,2.61,12.8,3.75,11.2,3.75,,,23.99,21.0,16.84,13.34,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-96/pdf"">PDF</a>",3847,05738.jpg,,Malo Yachts (SWE),2003.0,1990.0,Volvo Penta,Diesel,28.0,220 L,,220 L,,,,,,,,3c3c7c7c7c380000
16,30,10.2,8.46,3.2,44.97,1.58,4500.0,2200.0,16.83,48.89,207.04,86,-1,1986.0,60.0,1654,22.7,1.96,2.61,12.8,3.75,11.2,3.75,,,23.99,21.0,16.84,13.34,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-96/pdf"">PDF</a>",3847,05739.jpg,,Malo Yachts (SWE),2003.0,1990.0,Volvo Penta,Diesel,28.0,220 L,,220 L,,,,,,,,ffffff8381f70003
23,13,8.7,7.1,2.93,43.01,1.6,3200.0,1400.0,20.2,43.74,249.31,86,-1,1980.0,200.0,1139,21.53,2.01,2.47,11.45,3.3,12.25,3.93,,,18.9,24.08,20.18,11.91,"<a class="""" href=""https://sailboatdata.com/sailboat/mamba-29/pdf"">PDF</a>",3848,05740.jpg,,BK Marin/MambaBoats (SWE),,1989.0,Yanmar,Diesel,8.0,23 L,,98 L,,,,,,,,fff7ffe70003c703
23,30,9.35,8.0,3.07,35.3,1.65,3500.0,1600.0,15.62,45.71,190.44,142,-1,1983.0,,169,19.95,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mamba-311/pdf"">PDF</a>",3849,05741.jpg,,Mamba Boats,2GM,1986.0,Yanmar,Diesel,,42 L,,201 L,,,,,,,,ffffffffff010101
23,13,9.85,8.3,3.27,48.03,1.7,4400.0,1850.0,18.25,42.04,214.48,86,57,1985.0,,169,22.1,2.02,2.58,11.89,3.62,12.25,3.95,,,21.52,24.19,17.37,12.43,"<a class="""" href=""https://sailboatdata.com/sailboat/mamba-33/pdf"">PDF</a>",3850,05742.jpg,,Mamba Boat AB (SWE),,1991.0,Yanmar,Diesel,18.0,38 L,,98 L,,,,,,,,f8f4e4fcfcfc7000
23,13,9.85,8.3,3.27,48.03,1.7,4400.0,1850.0,18.25,42.04,214.48,86,57,1985.0,,169,22.1,2.02,2.58,11.89,3.62,12.25,3.95,,,21.52,24.19,17.37,12.43,"<a class="""" href=""https://sailboatdata.com/sailboat/mamba-33/pdf"">PDF</a>",3850,05743.jpg,,Mamba Boat AB (SWE),,1991.0,Yanmar,Diesel,18.0,38 L,,98 L,,,,,,,,f7f7f7f7f7ff8000
23,13,10.85,8.9,3.1,53.23,1.75,5200.0,2200.0,18.09,42.31,205.56,86,57,1981.0,,1139,25.92,1.81,2.76,13.1,3.7,14.5,4.0,,,24.24,28.99,18.09,13.61,"<a class="""" href=""https://sailboatdata.com/sailboat/mamba-35/pdf"">PDF</a>",3851,05744.jpg,,BK Marin AB,,1988.0,Yanmar,Diesel,,,,,,,,,,,,fff7f7c3c3070300
10,6,3.51,,1.52,5.95,1.01,88.0,,30.47,,,458,-1,2000.0,,660,,3.45,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mambo-escape/pdf"">PDF</a>",3852,05745.jpg,0.12,Escape Sailboat Co. (USA),,2009.0,,,,,,,,,,,,5.49,,0000002034ffff00
12,4,4.57,4.09,1.62,7.9,0.79,88.0,,40.47,,36.02,86,-1,1964.0,,1919,2.33,3.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/man-o-war-15-chrysler/pdf"">PDF</a>",3853,05746.jpg,0.15,Chrysler Marine (USA),,1980.0,,,,,,,,,,,,,,ffffffff0cde1800
12,4,4.57,4.09,1.62,7.9,0.79,88.0,,40.47,,36.02,86,-1,1964.0,,1919,2.33,3.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/man-o-war-15-chrysler/pdf"">PDF</a>",3853,05747.jpg,0.15,Chrysler Marine (USA),,1980.0,,,,,,,,,,,,,,dfdfcfc7f7d700e0
10,6,2.74,,1.22,4.55,0.71,39.0,,40.56,,,458,-1,2000.0,,660,,3.64,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mango-escape/pdf"">PDF</a>",3854,05748.jpg,0.08,Escape Sailboat Co.,,2009.0,,,,,,,,,,,,5.18,,b8bc3f3880b10110
10,13,3.94,,1.56,10.63,,95.0,,52.02,,,487,-1,2005.0,,1033,,3.45,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mango-topaz/pdf"">PDF</a>",3855,05749.jpg,,Topper International,,,,,,,,,,,,,,,,001c7ffbf4701c00
25,28,16.15,12.71,4.57,119.84,2.01,16964.0,4717.0,18.53,27.81,230.26,86,-1,1980.0,68.0,880,34.81,1.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mango-52-amel/pdf"">PDF</a>",3856,05750.jpg,,Amel (FRA),,1989.0,Perkins ,Diesel,,833 L,,"1,514 L",,,,,,,,fefcfdfdd8000080
25,28,16.15,12.71,4.57,119.84,2.01,16964.0,4717.0,18.53,27.81,230.26,86,-1,1980.0,68.0,880,34.81,1.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mango-52-amel/pdf"">PDF</a>",3856,05751.jpg,,Amel (FRA),,1989.0,Perkins ,Diesel,,833 L,,"1,514 L",,,,,,,,f7f7f7f7c3c70101
16,13,6.55,4.57,1.78,21.37,1.07,590.0,,30.96,,171.96,509,57,1928.0,,2021,11.31,2.14,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manhasset-bay-one-design/pdf"">PDF</a>",3857,05752.jpg,,Knudson Shipyard (USA),,,,,,,,,,,,,,,,fff7f3e3c70f0100
16,13,6.55,4.57,1.78,21.37,1.07,590.0,,30.96,,171.96,509,57,1928.0,,2021,11.31,2.14,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manhasset-bay-one-design/pdf"">PDF</a>",3857,05753.jpg,,Knudson Shipyard (USA),,,,,,,,,,,,,,,,f7f7f7f3f3008103
25,30,10.75,7.3,3.1,60.0,1.72,4200.0,1800.0,23.51,42.86,300.88,353,-1,1972.0,70.0,366,23.82,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mania-35/pdf"">PDF</a>",3858,05754.jpg,,Nordcantieri (ITA),,1977.0,Farymann,Diesel,18.0,,,,,,,,,,,fc7820e0fe1e7c00
25,30,10.75,7.3,3.1,60.0,1.72,4200.0,1800.0,23.51,42.86,300.88,353,-1,1972.0,70.0,366,23.82,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mania-35/pdf"">PDF</a>",3858,05755.jpg,,Nordcantieri (ITA),,1977.0,Farymann,Diesel,18.0,,,,,,,,,,,f7f7c381e3e38091
46,13,2.64,,1.22,4.65,0.55,32.0,,47.1,,,590,-1,1959.0,3000.0,1811,,3.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manley-junior/pdf"">PDF</a>",3859,05756.jpg,0.1,,,,,,,,,,,,,,,,,ffffbb3e32808000
46,13,2.64,,1.22,4.65,0.55,32.0,,47.1,,,590,-1,1959.0,3000.0,1811,,3.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manley-junior/pdf"">PDF</a>",3859,05757.jpg,0.1,,,,,,,,,,,,,,,,,e7e7d7f4f20387df
24,13,4.8,4.15,1.7,10.7,0.48,625.0,256.0,14.91,40.93,243.48,353,9,,,-1,15.11,2.01,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manta-16/pdf"">PDF</a>",3860,05758.jpg,,"Blake Marine, LTD",,,,,,,,,,,,,,,,fffff7fffbff0000
34,30,5.66,5.03,2.07,12.88,0.91,680.0,185.0,16.96,27.2,149.07,86,-1,1973.0,1240.0,122,10.55,2.38,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manta-19/pdf"">PDF</a>",3861,05759.jpg,0.48,Schöchl Yachtbau/Sunbeam Yachts (AUT) / Blakes Marine (UK),,1989.0,Outboard,,,,1.26,,,,,,,7.62,,004060b4f8fc6000
34,30,5.66,5.03,2.07,12.88,0.91,680.0,185.0,16.96,27.2,149.07,86,-1,1973.0,1240.0,122,10.55,2.38,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manta-19/pdf"">PDF</a>",3861,05760.jpg,0.48,Schöchl Yachtbau/Sunbeam Yachts (AUT) / Blakes Marine (UK),,1989.0,Outboard,,,,1.26,,,,,,,7.62,,f7f7f7f78007c301
5,13,12.09,11.89,6.4,100.8,1.12,5897.0,,31.51,,97.84,86,-1,1994.0,,1400,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manta-40/pdf"">PDF</a>",3862,05761.jpg,,Endeavour Yachts (USA),,,Volvo X 2,Diesel,60.0,379 L,,379 L,,0.9,,,,,,efe7f70581c0c7c7
23,13,7.0,,2.5,27.31,1.5,1200.0,400.0,24.65,33.33,,86,-1,1998.0,,106,,2.37,,8.5,2.7,9.25,3.4,8.5,10.25,11.48,15.72,24.55,8.92,"<a class="""" href=""https://sailboatdata.com/sailboat/mantra-7000/pdf"">PDF</a>",3863,05762.jpg,,Projektowanie i Budowa Jachtów,,,,,,,,,,,,,,,,ffff1e1afc700000
23,13,7.0,,2.5,27.31,1.5,1200.0,400.0,24.65,33.33,,86,-1,1998.0,,106,,2.37,,8.5,2.7,9.25,3.4,8.5,10.25,11.48,15.72,24.55,8.92,"<a class="""" href=""https://sailboatdata.com/sailboat/mantra-7000/pdf"">PDF</a>",3863,05763.jpg,,Projektowanie i Budowa Jachtów,,,,,,,,,,,,,,,,ffffffff01bf0041
23,13,7.65,6.32,2.86,27.41,1.5,1650.0,675.0,20.01,40.9,182.31,86,57,1978.0,,1950,12.93,2.44,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manzanita-holland/pdf"">PDF</a>",3864,05764.jpg,,Ocean Yachts (ESP),,1982.0,,,,,,,,,,,,,,ffffe1e1f1f1b000
23,13,7.65,6.32,2.86,27.41,1.5,1650.0,675.0,20.01,40.9,182.31,86,57,1978.0,,1950,12.93,2.44,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/manzanita-holland/pdf"">PDF</a>",3864,05765.jpg,,Ocean Yachts (ESP),,1982.0,,,,,,,,,,,,,,f7f7e70387d70001
25,30,12.8,10.67,3.99,74.14,1.83,10886.0,4082.0,15.41,37.5,249.9,86,-1,1976.0,,2028,32.57,1.82,2.02,15.54,5.18,13.46,5.03,,,40.27,33.85,15.4,16.39,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-42/pdf"">PDF</a>",3865,05766.jpg,,Cooper Yachts (CAN),,,,,,,,,,,,,,,,ffffff7838787c0c
25,30,13.72,11.51,4.27,80.08,1.91,12565.0,4173.0,15.13,33.21,229.87,252,-1,1985.0,,2028,31.91,1.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-45/pdf"">PDF</a>",3866,05767.jpg,,Copper Enterprises (CAN),,,,Diesel,52.0,473 L,,662 L,,,,,,,,fffffff787018383
25,9,14.53,12.34,4.47,104.05,1.98,15422.0,4309.0,17.15,27.94,228.49,86,57,1972.0,,2028,34.46,1.82,2.1,16.0,6.1,14.02,5.49,,,48.77,38.46,14.38,17.12,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-48/pdf"">PDF</a>",3867,05768.jpg,,Cooper Yachts (CAN),,,,Diesel,80.0,946 L,,946 L,,,,,,17.68,,fffff7fffbfb0000
25,9,14.53,12.34,4.47,104.05,1.98,15422.0,4309.0,17.15,27.94,228.49,86,57,1972.0,,2028,34.46,1.82,2.1,16.0,6.1,14.02,5.49,,,48.77,38.46,14.38,17.12,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-48/pdf"">PDF</a>",3867,05769.jpg,,Cooper Yachts (CAN),,,,Diesel,80.0,946 L,,946 L,,,,,,17.68,,f7efffa781078301
25,9,16.54,13.79,4.55,104.05,2.13,19051.0,5443.0,14.9,28.57,202.37,86,57,1978.0,,2028,37.02,1.72,2.42,17.68,7.01,15.34,5.49,,,61.97,42.08,14.89,19.02,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-54/pdf"">PDF</a>",3868,05770.jpg,,Cooper Yachts (CAN),,,Ford Lehman,Diesel,120.0,,,,,,,,,,,8b878f87c7ef8f00
25,9,16.54,13.79,4.55,104.05,2.13,19051.0,5443.0,14.9,28.57,202.37,86,57,1978.0,,2028,37.02,1.72,2.42,17.68,7.01,15.34,5.49,,,61.97,42.08,14.89,19.02,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-54/pdf"">PDF</a>",3868,05771.jpg,,Cooper Yachts (CAN),,,Ford Lehman,Diesel,120.0,,,,,,,,,,,ffff8181ffff8101
16,13,10.72,7.32,2.39,49.24,1.68,4536.0,,18.33,,322.94,509,-1,1946.0,,2021,36.43,1.46,1.65,10.3,3.57,11.64,5.15,,,18.37,29.99,18.0,10.9,"<a class="""" href=""https://sailboatdata.com/sailboat/maple-leaf-one-design/pdf"">PDF</a>",3869,05772.jpg,,Plywood Fabricators Ltd. (CAN),,,Gray,Gas,,,,,,,,,,,,fff7fffffff300c3
25,28,13.8,10.9,3.99,95.97,1.98,12723.0,3493.0,17.98,27.45,274.07,86,-1,1978.0,288.0,950,36.58,1.73,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maramu-46-amel/pdf"">PDF</a>",3870,05773.jpg,,Amel (FRA),4-154,1989.0,Perkins,Diesel,63.0,,,999 L,,,,,,,,f9fdffffff970000
25,28,13.8,10.9,3.99,95.97,1.98,12723.0,3493.0,17.98,27.45,274.07,86,-1,1978.0,288.0,950,36.58,1.73,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maramu-46-amel/pdf"">PDF</a>",3870,05774.jpg,,Amel (FRA),4-154,1989.0,Perkins,Diesel,63.0,,,999 L,,,,,,,,ef0101e7ef8383ef
10,13,4.42,,1.68,13.94,1.09,85.0,,73.44,,,429,-1,1970.0,1000.0,1731,,3.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marauder-milne/pdf"">PDF</a>",3871,05775.jpg,0.18,Ian Ridge (UK),,,,,,,,,,,,,,,,08ffcf9fdf3e0000
25,13,7.26,5.87,2.29,25.08,1.27,1633.0,838.0,18.44,51.31,225.3,104,57,1975.0,,1349,18.42,1.96,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marauder-24/pdf"">PDF</a>",3872,05776.jpg,,Adventure Yachts,,,,,,,,,,,,,,,,fff7fffff7ff0001
24,13,8.4,7.49,3.19,32.79,1.47,2545.0,,17.94,,168.67,577,-1,1976.0,200.0,57,14.91,2.36,3.23,9.65,3.0,9.75,3.75,,,14.47,18.28,17.92,10.11,"<a class="""" href=""https://sailboatdata.com/sailboat/marauder-84/pdf"">PDF</a>",3873,05777.jpg,,Bruce Hopwood Yachts Ltd (NZ),,1989.0,,,,,,,,,,,,,,fffffffffb300000
24,13,8.4,7.49,3.19,32.79,1.47,2545.0,,17.94,,168.67,577,-1,1976.0,200.0,57,14.91,2.36,3.23,9.65,3.0,9.75,3.75,,,14.47,18.28,17.92,10.11,"<a class="""" href=""https://sailboatdata.com/sailboat/marauder-84/pdf"">PDF</a>",3873,05778.jpg,,Bruce Hopwood Yachts Ltd (NZ),,1989.0,,,,,,,,,,,,,,f7f3f3f3f3f78000
34,13,4.83,4.65,1.75,14.34,1.15,280.0,70.0,34.13,24.96,77.67,438,-1,1958.0,2500.0,1167,6.02,2.7,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maraudeur/pdf"">PDF</a>",3874,05779.jpg,0.3,Spair Marine (FRA),,,,,,,,,,,,,,,,fffff3e3e1f50000
34,13,4.83,4.65,1.75,14.34,1.15,280.0,70.0,34.13,24.96,77.67,438,-1,1958.0,2500.0,1167,6.02,2.7,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maraudeur/pdf"">PDF</a>",3874,05780.jpg,0.3,Spair Marine (FRA),,,,,,,,,,,,,,,,fbf3f3fbf1fb8000
40,9,8.23,6.35,2.44,27.87,1.01,2381.0,1043.0,15.94,43.81,259.32,86,57,1972.0,,27,22.41,1.84,,,3.66,7.77,3.51,,,,13.62,7.79,,"<a class="""" href=""https://sailboatdata.com/sailboat/margaret-d-trump-25/pdf"">PDF</a>",3875,05781.jpg,,Trump Yachts (USA),,1990.0,BMW,Diesel,12.0,38 L,1.73,76 L,,,,,,9.75,,ffffffff04800000
40,9,8.23,6.35,2.44,27.87,1.01,2381.0,1043.0,15.94,43.81,259.32,86,57,1972.0,,27,22.41,1.84,,,3.66,7.77,3.51,,,,13.62,7.79,,"<a class="""" href=""https://sailboatdata.com/sailboat/margaret-d-trump-25/pdf"">PDF</a>",3875,05782.jpg,,Trump Yachts (USA),,1990.0,BMW,Diesel,12.0,38 L,1.73,76 L,,,,,,9.75,,fff7f7ffd7d78081
23,30,9.14,7.87,3.18,52.68,1.8,3175.0,,24.87,,181.33,86,57,1991.0,,40,17.61,2.18,3.44,12.62,3.66,11.13,3.94,,,23.09,21.91,21.24,13.14,"<a class="""" href=""https://sailboatdata.com/sailboat/mariah-30/pdf"">PDF</a>",3876,05783.jpg,,,,,,,,,,,,,,,,,,f3f3f3f3e3c17c0e
42,9,11.28,7.62,3.26,60.94,1.35,7257.0,2722.0,16.59,37.5,457.14,86,-1,1977.0,89.0,955,36.75,1.7,0.78,12.67,4.7,11.13,4.27,,,29.77,23.74,14.57,13.51,"<a class="""" href=""https://sailboatdata.com/sailboat/mariah-31/pdf"">PDF</a>",3877,05784.jpg,,Pacific Seacraft,,1983.0,,,,132 L,1.96,265 L,,,,,,,,fffe9caf075e6000
42,9,11.28,7.62,3.26,60.94,1.35,7257.0,2722.0,16.59,37.5,457.14,86,-1,1977.0,89.0,955,36.75,1.7,0.78,12.67,4.7,11.13,4.27,,,29.77,23.74,14.57,13.51,"<a class="""" href=""https://sailboatdata.com/sailboat/mariah-31/pdf"">PDF</a>",3877,05785.jpg,,Pacific Seacraft,,1983.0,,,,132 L,1.96,265 L,,,,,,,,ffffffff010383c3
0,13,4.2,3.66,2.3,10.96,,90.0,,55.62,,51.15,86,-1,1976.0,3500.0,48,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maricat-43/pdf"">PDF</a>",3878,05786.jpg,,J & S Fibreglass (AUS),,,,,,,,,www.maricat.com.au,1.34,,,,,,fffbf9f1e1200000
42,13,8.0,6.15,2.2,27.03,1.24,2500.0,1041.0,14.97,41.64,299.82,86,41,1976.0,260.0,2142,27.81,1.64,1.59,8.78,2.56,8.84,3.57,,,11.24,15.76,14.95,9.14,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-26/pdf"">PDF</a>",3879,05787.jpg,,Marieholms Bruk (SWE),MD-5,1987.0,Volvo Penta,Diesel,7.5,,,,,,,,,,,0f3f7ffffffc2000
42,13,8.0,6.15,2.2,27.03,1.24,2500.0,1041.0,14.97,41.64,299.82,86,41,1976.0,260.0,2142,27.81,1.64,1.59,8.78,2.56,8.84,3.57,,,11.24,15.76,14.95,9.14,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-26/pdf"">PDF</a>",3879,05788.jpg,,Marieholms Bruk (SWE),MD-5,1987.0,Volvo Penta,Diesel,7.5,,,,,,,,,,,fff7e7ffff01831b
42,13,8.0,6.15,2.3,25.92,1.25,2600.0,1150.0,13.98,44.23,311.38,86,-1,1982.0,,2142,27.24,1.69,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-261/pdf"">PDF</a>",3880,05789.jpg,,Marieholm (NED),,,Volvo Penta,Diesel,10.0,,,,,,,,,,,fff7ffff0183c3c1
42,13,9.98,7.32,3.0,49.98,1.5,5100.0,2000.0,17.21,39.22,362.17,86,-1,1975.0,,1388,31.03,1.76,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-33/pdf"">PDF</a>",3881,05790.jpg,,Marieholm (NL),MD 2020,,Volvo Penta,Diesel,,76 L,,98 L,,,,,,,,ffffffff78786000
25,13,6.0,5.25,2.2,,0.9,1250.0,360.0,,28.81,240.95,86,-1,1975.0,150.0,1648,17.03,2.06,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-ac-20/pdf"">PDF</a>",3882,05791.jpg,,Marieholms Bruk (SWE),,,,,,,,,,,,,,,,ffff9f1f1f9f0000
25,13,6.0,5.25,2.2,16.91,0.9,1250.0,400.0,14.85,32.0,240.95,86,-1,1971.0,750.0,1649,17.03,2.06,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-ms-20/pdf"">PDF</a>",3883,05792.jpg,,Marieholms Bruk (SWE),MD1 (A),,Volvo Penta,Diesel,,,,,,,,,,,,30ffffffffff6c00
25,13,6.0,5.25,2.2,16.91,0.9,1250.0,400.0,14.85,32.0,240.95,86,-1,1971.0,750.0,1649,17.03,2.06,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-ms-20/pdf"">PDF</a>",3883,05793.jpg,,Marieholms Bruk (SWE),MD1 (A),,Volvo Penta,Diesel,,,,,,,,,,,,fffbfffb00070101
24,13,6.0,5.25,2.2,17.0,0.9,1250.0,360.0,14.93,28.81,240.95,86,41,1976.0,250.0,1648,17.03,2.06,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/marieholm-s-20/pdf"">PDF</a>",3884,05794.jpg,,Marieholms,,1978.0,,,,,,,,,,,,,,fffff3ffffff0001
