Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
25,30,12.93,10.57,3.91,71.16,1.98,8709.0,3719.0,17.16,42.71,205.68,89,52,1990.0,28.0,1883,26.81,1.92,2.66,15.93,4.52,13.97,5.03,,,35.99,35.13,17.15,16.55,"<a class="""" href=""https://sailboatdata.com/sailboat/sabre-425/pdf"">PDF</a>",5335,07936.jpg,,2311,-1,1996.0,165,12,146,92,,223,-1,,,,,17.63,
25,30,11.53,9.5,3.81,60.2,1.68,7371.0,2948.0,16.22,40.0,239.78,89,-1,1985.0,,195,26.21,1.98,2.19,14.33,4.57,12.6,4.32,,,32.75,27.18,16.15,15.04,"<a class="""" href=""https://sailboatdata.com/sailboat/moody-376/pdf"">PDF</a>",4124,06139.jpg,,1659,616,1991.0,125,12,124,114,,141,-1,,,,,,
23,30,14.68,12.25,4.45,89.47,2.0,11900.0,4500.0,17.52,37.82,180.42,89,-1,1998.0,25.0,1030,26.8,1.97,3.01,17.25,5.82,15.25,5.15,,,50.18,39.28,17.52,18.2,"<a class="""" href=""https://sailboatdata.com/sailboat/bavaria-ocean-47-cc/pdf"">PDF</a>",524,00785.jpg,,274,-1,2002.0,150,12,-1,-1,,-1,-1,,,,,18.78,
10,13,4.0,,1.83,11.52,0.58,78.0,,64.19,,,89,-1,1995.0,700.0,1708,,4.32,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/rs200/pdf"">PDF</a>",5264,07823.jpg,0.06,2287,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
16,30,14.02,11.13,3.91,101.64,1.77,15195.0,,16.91,,307.55,89,-1,1986.0,,1086,43.98,1.6,1.68,17.37,6.86,14.94,5.64,,,59.57,42.11,16.92,18.68,"<a class="""" href=""https://sailboatdata.com/sailboat/oceanic-46-aus/pdf"">PDF</a>",4578,06789.jpg,,1963,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,30,7.3,6.5,2.66,37.07,1.15,2750.0,800.0,19.26,29.09,278.91,89,-1,1978.0,300.0,107,23.63,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/evasion-25-beneteau/pdf"">PDF</a>",2130,03158.jpg,,300,-1,1982.0,-1,12,13,229,,366,-1,,,,,10.4,
25,30,8.55,6.3,3.05,32.24,1.65,2500.0,1050.0,17.85,42.0,278.64,436,-1,1971.0,125.0,672,17.31,2.27,1.99,10.7,3.63,9.12,2.82,,,19.42,12.86,17.87,11.3,"<a class="""" href=""https://sailboatdata.com/sailboat/passatore/pdf"">PDF</a>",4843,07202.jpg,,2359,-1,1982.0,-1,-1,-1,-1,,-1,-1,,,,,,
24,30,5.8,5.1,2.15,16.26,0.9,600.0,250.0,23.28,41.65,126.13,89,-1,1973.0,,530,8.7,2.57,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albatros-580/pdf"">PDF</a>",82,00123.jpg,,79,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,9,7.92,6.48,2.49,31.31,1.17,3084.0,1588.0,15.07,51.47,316.36,89,52,1982.0,,407,28.24,1.73,1.48,10.52,2.97,8.96,3.51,,,15.63,15.7,15.08,10.93,"<a class="""" href=""https://sailboatdata.com/sailboat/victoria-26/pdf"">PDF</a>",6720,09930.jpg,,2805,15,1998.0,176,12,45,93,1.83,336,-1,,,,,,
63,30,13.5,10.6,3.7,94.0,1.35,11700.0,4440.0,18.62,37.95,273.7,19,52,,,1333,38.11,1.65,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/reinke-12s/pdf"">PDF</a>",5166,07682.jpg,,2777,374,,-1,-1,183,0,,205,-1,,,,,,
40,13,5.94,4.42,1.98,17.93,0.84,1236.0,499.0,15.87,40.38,398.89,89,52,1966.0,,334,21.73,1.86,1.08,6.86,2.04,7.16,3.05,,,7.0,10.92,15.86,7.16,"<a class="""" href=""https://sailboatdata.com/sailboat/corinthian-19-alberg/pdf"">PDF</a>",1459,02172.jpg,,2335,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
8,7,6.1,5.69,1.99,16.72,1.07,680.0,199.0,22.02,29.2,102.9,506,57,2014.0,,149,10.0,2.28,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/core-sound-20-mark-3/pdf"">PDF</a>",1457,02169.jpg,0.23,2778,-1,,-1,62,-1,-1,,-1,1,,,,,,
42,30,7.7,6.55,2.18,27.87,1.37,4990.0,2041.0,9.74,40.91,494.12,582,-1,1947.0,100.0,1084,54.56,1.29,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/vertue/pdf"">PDF</a>",6695,09897.jpg,,575,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
4,13,8.46,7.92,5.0,38.09,,1075.0,,36.99,,60.2,544,-1,1973.0,300.0,1423,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/great-barrier-express/pdf"">PDF</a>",2701,04009.jpg,,-1,-1,,-1,-1,-1,-1,,-1,-1,1.06,,,,,
24,13,6.0,5.2,2.0,16.44,0.9,500.0,160.0,26.59,32.03,99.08,89,-1,1980.0,183.0,1952,7.78,2.54,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ufo-6m/pdf"">PDF</a>",6601,09759.jpg,,2449,-1,1995.0,-1,-1,-1,-1,,-1,-1,,,7.0,,,
19,13,11.67,10.05,3.82,69.5,1.95,7470.0,2340.0,18.56,31.33,205.15,89,52,2004.0,,1531,25.4,1.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/harmony-38-poncin/pdf"">PDF</a>",2907,04340.jpg,,1155,-1,2011.0,-1,12,81,112,,198,-1,,,,,,
63,30,10.35,8.7,3.33,61.0,1.25,5200.0,2700.0,20.73,51.92,220.15,89,-1,1990.0,30.0,1819,24.3,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bi-loup-102/pdf"">PDF</a>",602,00910.jpg,,2948,-1,2003.0,-1,-1,-1,-1,1.9,-1,-1,,,,,,
12,4,3.35,3.35,2.25,7.99,,30.0,,84.26,,22.14,499,-1,1928.0,,1613,0.65,7.3,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/moth-international/pdf"">PDF</a>",4218,06268.jpg,,-1,-1,,-1,-1,-1,-1,,-1,76,,,,,,
34,35,13.36,11.15,3.96,84.54,2.62,12247.0,4536.0,16.24,37.04,246.25,89,52,1986.0,,2174,35.37,1.74,2.15,16.92,5.87,14.86,4.82,,,49.63,35.85,16.42,17.91,"<a class="""" href=""https://sailboatdata.com/sailboat/shannon-43/pdf"">PDF</a>",5662,08387.jpg,1.45,2435,-1,,73,12,172,185,,335,-1,,,,,,
40,9,10.13,8.43,3.12,55.28,1.52,7303.0,2404.0,14.99,32.92,339.27,89,39,1970.0,43.0,311,38.21,1.63,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ct-34/pdf"">PDF</a>",1558,02309.jpg,,2603,84,1987.0,176,12,66,92,,106,-1,,,,,,
0,13,4.88,,2.44,14.86,0.3,163.0,,50.65,,,424,-1,1962.0,,-1,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/wave-rider-catamaran/pdf"">PDF</a>",6865,10141.jpg,,2854,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
42,9,7.32,5.54,2.44,23.23,0.99,2722.0,794.0,12.15,29.17,446.52,89,-1,1974.0,400.0,262,29.16,1.76,0.73,8.59,3.2,7.32,2.9,,,13.74,10.59,12.73,9.16,"<a class="""" href=""https://sailboatdata.com/sailboat/flicka-20/pdf"">PDF</a>",2440,03634.jpg,,1884,-1,1999.0,-1,-1,-1,-1,1.83,-1,-1,,,,,,
23,30,13.87,11.43,3.81,72.56,1.52,13608.0,3629.0,13.0,26.67,253.97,89,-1,1971.0,129.0,316,40.21,1.61,1.73,14.63,5.49,12.22,5.31,,,40.13,32.43,13.0,15.63,"<a class="""" href=""https://sailboatdata.com/sailboat/cal-2-46/pdf"">PDF</a>",842,01257.jpg,,1381,-1,1975.0,98,12,-1,1,,296,-1,,,,,,
40,28,11.53,8.23,3.2,61.5,1.58,7214.0,,16.81,,360.72,89,-1,1966.0,134.0,1185,35.46,1.67,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/nicholson-38/pdf"">PDF</a>",4441,06591.jpg,,448,189,1975.0,98,12,-1,-1,,-1,-1,,,,,,
0,6,3.66,,1.35,7.99,0.15,88.0,,40.95,,,464,-1,2000.0,,951,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/hobie-bravo/pdf"">PDF</a>",2988,04458.jpg,,1214,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,10.97,9.3,3.76,47.01,1.52,6668.0,,13.54,,231.3,89,-1,1977.0,,116,24.9,2.02,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/moody-36-1/pdf"">PDF</a>",4120,06133.jpg,,1661,617,1981.0,125,12,124,123,,152,-1,,,,,,
23,30,10.01,8.08,3.2,45.8,1.85,4218.0,2087.0,17.9,49.46,223.1,89,52,1978.0,,462,22.08,2.0,2.54,13.11,4.22,11.68,3.12,,,27.62,18.25,17.92,13.77,"<a class="""" href=""https://sailboatdata.com/sailboat/buccaneer-335/pdf"">PDF</a>",786,01178.jpg,,281,-1,,143,12,-1,58,1.83,336,-1,,,,,14.23,
23,13,11.28,9.68,3.89,65.4,1.45,7439.0,2676.0,17.51,35.98,228.75,89,-1,1990.0,,987,25.63,2.01,2.44,14.63,4.11,14.94,4.72,,,30.1,35.28,17.51,15.2,"<a class="""" href=""https://sailboatdata.com/sailboat/hunter-375-legend/pdf"">PDF</a>",3113,04652.jpg,,1270,120,1997.0,176,12,122,66,,156,-1,,,,,17.98,
65,30,11.71,10.0,3.76,65.03,1.52,8845.0,3311.0,15.52,37.44,246.25,89,-1,1999.0,,797,30.78,1.84,2.07,15.39,4.47,12.85,4.78,,,34.41,30.7,15.54,16.03,"<a class="""" href=""https://sailboatdata.com/sailboat/morgan-381-catalina/pdf"">PDF</a>",4181,06218.jpg,,508,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
10,13,3.2,,1.3,6.78,,41.0,,58.17,,,582,-1,1967.0,,1241,,3.79,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/flying-ant/pdf"">PDF</a>",2450,03650.jpg,,791,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
2,12,4.3,,1.86,10.22,,50.0,,76.69,,,582,-1,1964.0,1800.0,1552,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/arrow-catamaran/pdf"">PDF</a>",304,00442.jpg,,126,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
51,13,5.1,,2.48,22.2,1.2,680.0,250.0,29.26,36.76,,446,-1,1982.0,,1046,,2.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/figaro-6-herulot/pdf"">PDF</a>",2302,03415.jpg,0.29,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,35,13.18,10.77,3.86,74.97,1.92,11340.0,5080.0,15.16,44.8,253.08,89,-1,1977.0,,2028,34.87,1.74,1.97,16.09,5.58,14.11,4.27,,,44.88,30.11,15.17,17.03,"<a class="""" href=""https://sailboatdata.com/sailboat/cape-north-43/pdf"">PDF</a>",936,01399.jpg,0.67,480,437,,133,12,-1,172,,308,-1,,,,,,
11,27,4.14,,0.9,6.97,0.91,44.0,,56.47,,,89,-1,1959.0,,68,,2.57,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/super-sailfish-mkii/pdf"">PDF</a>",6192,09176.jpg,0.08,86,-1,1975.0,-1,-1,-1,-1,,-1,-1,,,,,,
42,9,10.9,8.61,3.28,52.49,1.73,8165.0,3175.0,13.21,38.89,356.43,321,39,1985.0,15.0,48,38.57,1.64,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/saga-36/pdf"">PDF</a>",5348,07955.jpg,,1432,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,9.2,7.9,3.05,37.81,1.75,3376.0,1350.0,17.14,39.98,190.81,582,-1,1988.0,,561,19.67,2.05,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/caribbea-30/pdf"">PDF</a>",973,01457.jpg,,1848,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,13,10.26,8.23,3.73,,1.5,5760.0,2600.0,,45.14,288.03,89,-1,1984.0,125.0,584,24.06,2.1,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/seahawk-34-westerly/pdf"">PDF</a>",5574,08261.jpg,,2878,-1,1988.0,150,12,77,84,,127,-1,,,,,,
23,13,10.85,8.9,3.1,53.23,1.75,5200.0,2200.0,18.09,42.31,205.56,89,52,1981.0,,1108,25.92,1.81,2.76,13.1,3.7,14.5,4.0,,,24.24,28.99,18.09,13.61,"<a class="""" href=""https://sailboatdata.com/sailboat/mamba-35/pdf"">PDF</a>",3851,05744.jpg,,321,-1,1988.0,176,12,-1,-1,,-1,-1,,,,,,
51,30,5.72,5.13,1.91,13.75,0.99,544.0,181.0,21.01,33.33,112.38,89,-1,1973.0,,1624,9.27,2.35,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bradwell-18/pdf"">PDF</a>",705,01054.jpg,0.38,367,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
0,12,5.49,5.18,2.44,19.51,0.56,152.0,,69.74,,30.44,89,-1,1995.0,,1744,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/prindle-escape/pdf"">PDF</a>",5048,07515.jpg,0.23,2149,-1,,-1,-1,-1,-1,,-1,-1,1.63,,,,,
24,30,8.3,6.56,2.88,23.5,1.52,2400.0,750.0,13.37,31.24,237.01,89,39,1981.0,1800.0,1727,17.67,2.17,2.08,9.7,3.07,8.1,2.8,,,14.9,11.32,14.92,10.17,"<a class="""" href=""https://sailboatdata.com/sailboat/fantasia-27-jeanneau/pdf"">PDF</a>",2213,03275.jpg,,1374,15,1996.0,176,12,206,135,,237,-1,,,,,,
25,30,9.22,7.32,2.72,30.66,1.57,3493.0,950.0,13.58,27.21,248.66,525,-1,1966.0,10.0,1807,24.93,1.81,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/carlson-30/pdf"">PDF</a>",977,01463.jpg,,218,316,1969.0,4,12,45,-1,,-1,43,,,,,,
25,9,13.72,12.06,3.94,84.63,1.97,14969.0,4536.0,14.23,30.3,237.6,89,-1,1978.0,,548,40.99,1.61,2.0,16.15,5.88,14.33,5.18,,,47.52,37.11,14.23,17.19,"<a class="""" href=""https://sailboatdata.com/sailboat/formosa-46/pdf"">PDF</a>",2487,03699.jpg,,1001,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,11,12.8,12.04,4.09,73.21,1.83,10886.0,,15.21,,173.85,89,52,1987.0,,747,29.01,1.86,2.79,11.58,4.22,17.32,5.64,,,24.41,48.84,15.22,12.33,"<a class="""" href=""https://sailboatdata.com/sailboat/freedom-42/pdf"">PDF</a>",2523,03759.jpg,,2662,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,13,12.6,10.06,2.9,81.29,2.36,8220.0,3291.0,20.37,40.03,225.12,89,52,1979.0,22.0,614,39.33,1.45,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bianca-414/pdf"">PDF</a>",617,00929.jpg,,310,-1,1982.0,19,12,62,318,,194,-1,,,,,,
19,15,12.15,11.0,3.95,90.9,2.15,8700.0,3500.0,21.93,40.23,182.15,89,59,2021.0,,1380,26.27,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/linjett-39/pdf"">PDF</a>",3697,05511.jpg,,1557,350,,150,33,157,112,,183,-1,,,,,18.7,
23,30,13.56,11.2,3.84,94.76,2.33,13789.0,4491.0,16.82,32.57,273.43,350,52,2007.0,,493,41.17,1.62,1.91,17.75,5.62,15.39,5.51,,,49.87,42.41,16.38,18.62,"<a class="""" href=""https://sailboatdata.com/sailboat/navy-44-mk-ii/pdf"">PDF</a>",4357,06468.jpg,,2061,262,,176,12,157,116,,301,-1,,,,,19.23,
25,28,13.41,10.36,4.27,83.89,1.55,15876.0,5443.0,13.56,34.29,397.54,89,-1,1981.0,22.0,1851,43.51,1.72,0.84,16.25,4.75,14.17,4.72,,,38.62,33.48,11.65,16.93,"<a class="""" href=""https://sailboatdata.com/sailboat/stamas-44/pdf"">PDF</a>",5963,08825.jpg,,2537,166,1985.0,98,12,174,277,,21,-1,,9.14,2.59,,,
16,30,9.14,7.09,2.84,39.11,1.4,4309.0,1588.0,15.07,36.84,337.45,89,52,1966.0,,2216,29.66,1.77,1.35,10.97,3.45,9.45,4.27,,,18.95,20.16,15.07,11.5,"<a class="""" href=""https://sailboatdata.com/sailboat/coaster-30-pearson/pdf"">PDF</a>",1223,01829.jpg,,2064,320,1970.0,133,48,115,302,,377,-1,,,,,,
24,13,7.52,6.25,2.69,23.41,1.4,1800.0,649.0,16.13,36.04,205.02,89,-1,1982.0,260.0,1505,15.48,2.23,2.54,8.4,3.0,7.8,2.76,,,12.6,10.77,16.1,8.92,"<a class="""" href=""https://sailboatdata.com/sailboat/elite-25/pdf"">PDF</a>",1981,02928.jpg,,1465,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
63,30,13.5,10.6,3.7,94.0,1.35,11700.0,4440.0,18.62,37.95,273.7,19,52,,,1333,38.11,1.65,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/reinke-12s/pdf"">PDF</a>",5166,07681.jpg,,2777,374,,-1,-1,183,0,,205,-1,,,,,,
23,30,6.25,5.49,2.13,18.26,1.01,1134.0,408.0,17.11,36.0,191.37,89,52,1968.0,,747,15.42,2.07,2.83,7.62,2.54,6.46,2.68,,,9.67,8.67,17.19,8.03,"<a class="""" href=""https://sailboatdata.com/sailboat/newport-20/pdf"">PDF</a>",4405,06538.jpg,,1554,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
10,13,5.49,4.27,1.76,16.26,1.07,342.0,,33.83,,122.83,550,-1,1934.0,900.0,2135,7.39,2.55,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/hampton-one-design/pdf"">PDF</a>",2834,04221.jpg,0.18,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,13,10.85,9.33,3.64,72.47,2.3,5500.0,1768.0,23.73,32.14,188.73,89,47,2015.0,,265,21.47,2.08,3.24,14.4,4.0,14.0,4.8,,,28.79,33.6,20.43,14.94,"<a class="""" href=""https://sailboatdata.com/sailboat/first-35-2-carbon-edition-beneteau/pdf"">PDF</a>",2385,03546.jpg,,299,151,,176,12,81,299,,117,-1,,,,,17.26,
19,13,11.0,9.9,3.16,63.92,1.9,5300.0,1960.0,21.45,36.98,152.23,89,52,2014.0,,1612,23.87,1.83,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/luffe-36/pdf"">PDF</a>",3759,05598.jpg,1.7,1582,-1,,176,12,62,70,,346,-1,,,,,,
23,30,8.84,7.39,3.12,37.44,1.6,2948.0,1100.0,18.57,37.31,203.48,89,-1,1986.0,,1270,17.63,2.2,2.77,11.72,3.46,10.25,3.1,,,20.27,15.88,17.93,12.22,"<a class="""" href=""https://sailboatdata.com/sailboat/tanzer-29/pdf"">PDF</a>",6330,09386.jpg,,2621,-1,,-1,-1,-1,-1,,-1,-1,,,,,12.65,
52,13,7.95,,2.49,38.0,2.0,1000.0,,38.72,,,400,8,2021.0,,146,,2.51,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/sarch-ds8/pdf"">PDF</a>",5450,08101.jpg,0.5,2357,-1,,-1,62,0,-1,,-1,-1,,,,,,
4,12,6.09,5.93,3.05,22.76,0.76,215.0,,64.48,,28.78,89,-1,1976.0,,757,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/sol-cat-20/pdf"">PDF</a>",5779,08562.jpg,0.13,2483,-1,,-1,-1,-1,-1,,-1,-1,1.58,,,,12.19,
34,13,5.23,4.57,2.16,13.75,0.91,544.0,113.0,21.01,20.83,158.73,89,-1,1984.0,,369,8.73,2.67,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/commodore-17/pdf"">PDF</a>",1346,02011.jpg,0.3,651,-1,1985.0,-1,-1,-1,-1,,-1,-1,,,,,,
63,30,7.65,7.35,2.5,31.4,0.75,1500.0,,24.43,,105.34,89,-1,1978.0,150.0,1819,12.7,2.2,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bi-loup-765/pdf"">PDF</a>",605,00913.jpg,,2948,-1,1986.0,-1,-1,-1,-1,,-1,-1,,,,,,
51,32,13.3,11.1,4.0,74.0,2.7,11341.0,3670.0,14.96,32.36,231.06,350,-1,2021.0,,-1,32.48,1.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/southerly-42/pdf"">PDF</a>",5841,08658.jpg,0.8,793,-1,,176,12,165,158,,172,-1,,,,,18.5,
36,13,5.64,4.57,2.16,14.31,0.88,544.0,136.0,21.86,25.0,158.73,89,39,1972.0,1500.0,1372,8.52,2.67,3.88,7.16,2.13,5.49,2.44,,,7.64,6.69,21.9,7.47,"<a class="""" href=""https://sailboatdata.com/sailboat/sandpiper-565/pdf"">PDF</a>",5412,08043.jpg,0.25,2350,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,13,8.31,7.24,2.44,25.64,1.37,1111.0,499.0,24.36,44.9,81.64,89,52,1982.0,116.0,342,9.57,2.38,5.85,8.69,2.74,8.69,3.17,,,11.91,13.77,24.4,9.11,"<a class="""" href=""https://sailboatdata.com/sailboat/express-27/pdf"">PDF</a>",2172,03219.jpg,,117,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,13,8.1,7.3,2.7,35.95,1.6,950.0,420.0,37.92,44.22,68.05,89,-1,1992.0,,644,7.16,2.77,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/dolphin-81/pdf"">PDF</a>",1763,02606.jpg,,1696,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
51,13,5.4,4.95,2.05,15.2,1.25,440.0,88.0,26.76,20.0,101.1,89,-1,1969.0,2500.0,2111,7.08,2.72,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/fam/pdf"">PDF</a>",2204,03264.jpg,0.23,1476,-1,,-1,-1,-1,-1,,-1,-1,,,,,8.0,
25,30,13.26,10.87,4.06,77.3,1.5,11340.0,3629.0,15.63,32.0,245.91,89,-1,1987.0,,1235,32.29,1.83,2.08,15.24,5.94,13.56,4.72,,,45.29,32.04,15.64,16.36,"<a class="""" href=""https://sailboatdata.com/sailboat/irwin-44/pdf"">PDF</a>",3298,04928.jpg,,1312,-1,,176,12,140,172,,320,-1,,,,,,
34,30,12.19,8.81,3.45,65.13,2.9,9616.0,,14.7,,392.1,506,-1,1961.0,,2036,40.09,1.64,1.04,14.42,4.42,12.83,5.18,,,31.86,33.25,14.69,15.08,"<a class="""" href=""https://sailboatdata.com/sailboat/tor-40/pdf"">PDF</a>",6487,09605.jpg,1.22,2678,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,28,12.19,9.27,3.96,63.45,1.73,10886.0,1814.0,13.19,16.67,380.61,506,39,1955.0,,27,36.59,1.81,1.0,13.47,5.15,11.22,5.12,,,34.7,28.72,13.18,14.42,"<a class="""" href=""https://sailboatdata.com/sailboat/newporter/pdf"">PDF</a>",4424,06564.jpg,,50,172,,49,48,-1,217,,223,-1,,,,,,
19,13,11.4,10.45,3.85,77.95,2.4,7100.0,2700.0,21.53,38.02,173.47,89,-1,2010.0,,1127,23.45,2.02,3.35,14.6,4.08,14.8,5.5,,,29.79,40.69,19.47,15.16,"<a class="""" href=""https://sailboatdata.com/sailboat/solaris-37/pdf"">PDF</a>",5781,08565.jpg,,2485,346,,150,12,136,113,,169,-1,,,,,,
19,13,10.67,9.6,3.28,74.51,2.31,2971.0,1145.0,36.77,38.55,93.55,89,52,1998.0,48.0,1557,13.15,2.3,6.5,12.89,3.81,13.55,5.66,4.5,13.6,24.56,38.34,31.04,13.44,"<a class="""" href=""https://sailboatdata.com/sailboat/1d-35/pdf"">PDF</a>",4,00006.jpg,,502,73,2001.0,176,12,46,215,1.62,92,-1,,,,,,
23,30,10.06,8.38,3.51,50.07,1.37,5148.0,2087.0,17.13,40.53,243.64,89,52,1983.0,,269,23.27,2.05,2.25,13.72,4.21,11.89,3.57,,,28.89,21.23,17.15,14.35,"<a class="""" href=""https://sailboatdata.com/sailboat/endeavour-33/pdf"">PDF</a>",2015,02980.jpg,,891,-1,1986.0,176,12,66,68,,82,-1,,,,,,
23,30,9.22,7.37,3.12,45.71,1.7,3556.0,,20.01,,247.88,89,-1,1979.0,35.0,1902,21.0,2.07,2.08,11.73,3.6,9.85,3.05,,,21.1,15.0,15.81,12.27,"<a class="""" href=""https://sailboatdata.com/sailboat/nicholson-303/pdf"">PDF</a>",4435,06583.jpg,,447,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,10.65,8.84,3.6,51.75,1.4,4900.0,2150.0,18.3,43.87,197.73,89,-1,1986.0,,887,20.24,2.14,2.89,13.9,4.0,12.3,3.9,,,27.79,23.99,18.31,14.46,"<a class="""" href=""https://sailboatdata.com/sailboat/feeling-1040/pdf"">PDF</a>",2268,03361.jpg,,1465,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,9,10.36,9.53,3.35,55.28,1.93,9435.0,2377.0,12.64,25.19,304.27,506,52,1962.0,,1472,41.11,1.6,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/idle-duck/pdf"">PDF</a>",3196,04774.jpg,1.07,1367,179,,98,12,121,-1,,-1,-1,,,,,,
25,13,12.8,9.24,3.3,69.31,1.98,8002.0,3915.0,17.68,48.92,282.27,89,52,1968.0,25.0,1972,33.75,1.67,1.94,14.26,5.09,14.26,4.63,,,36.3,33.04,17.69,15.15,"<a class="""" href=""https://sailboatdata.com/sailboat/comanche-42-chris-craft/pdf"">PDF</a>",1299,01943.jpg,,583,320,1970.0,133,48,-1,345,,148,-1,,,,,,
12,27,4.17,3.81,1.22,7.62,0.71,59.0,,51.15,,29.71,89,-1,1969.0,4000.0,1233,2.46,3.16,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/starfish/pdf"">PDF</a>",5975,08844.jpg,0.1,970,-1,2005.0,-1,-1,-1,-1,,-1,-1,,,,,,
36,13,9.83,8.51,3.33,,1.83,4944.0,,,,223.58,89,52,1984.0,,102,23.88,1.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/limbo-99/pdf"">PDF</a>",3688,05499.jpg,0.71,2994,22,,143,12,62,186,,107,-1,,,,,,
